country,location_name,timezone,last_updated,travel_safety
Lithuania,Vilnius,Europe/Vilnius,2024-12-23 12:45,Unsafe
Luxembourg,Luxembourg,Europe/Luxembourg,2024-12-23 11:45,Caution
Madagascar,Antananarivo,Indian/Antananarivo,2024-12-23 13:45,Safe
Malawi,Lilongwe,Africa/Blantyre,2024-12-23 12:15,Safe
Malaysia,Kuala Lumpur,Asia/Kuala_Lumpur,2024-12-23 18:15,Caution
Maldives,Dhidhdhoo,Indian/Maldives,2024-12-23 15:45,Caution
Mali,Bamako,Africa/Bamako,2024-12-23 10:15,Caution
Malta,Valletta,Europe/Malta,2024-12-23 11:45,Unsafe
Marshall Islands,Majuro,Pacific/Majuro,2024-12-23 22:45,Caution
Mauritania,Nouakchott,Africa/Nouakchott,2024-12-23 10:45,Unsafe
Mauritius,Port Louis,Indian/Mauritius,2024-12-23 14:45,Safe
Mexico,Mexico City,America/Mexico_City,2024-12-23 04:15,Unsafe
Micronesia,Palikir,Pacific/Pohnpei,2024-12-23 21:45,Caution
Iran,Chi Chi Khvar,Asia/Tehran,2024-12-23 13:45,Safe
Monaco,Monaco,Europe/Monaco,2024-12-23 11:15,Safe
Mongolia,Ulaanbaatar,Asia/Ulaanbaatar,2024-12-23 18:45,Unsafe
Montenegro,Podgorica,Europe/Podgorica,2024-12-23 11:45,Unsafe
Morocco,Rabat,Africa/Casablanca,2024-12-23 11:15,Caution
Mozambique,Maputo,Africa/Maputo,2024-12-23 12:45,Caution
Myanmar,Yangon,Asia/Yangon,2024-12-23 17:15,Caution
Namibia,Windhoek,Africa/Windhoek,2024-12-23 12:45,Safe
Turkey,Yaren,Europe/Istanbul,2024-12-23 13:15,Caution
Nepal,Kathmandu,Asia/Kathmandu,2024-12-23 16:30,Caution
Netherlands,Amsterdam,Europe/Amsterdam,2024-12-23 11:15,Caution
New Zealand,Wellington,Pacific/Auckland,2024-12-23 23:45,Unsafe
Nicaragua,Managua,America/Managua,2024-12-23 04:15,Safe
Niger,Niamey,Africa/Niamey,2024-12-23 11:45,Caution
Nigeria,Abuja,Africa/Lagos,2024-12-23 11:45,Unsafe
North Korea,Pyongyang,Asia/Pyongyang,2024-12-23 19:15,Unsafe
Macedonia,Skopje,Europe/Skopje,2024-12-23 11:15,Caution
Norway,Oslo,Europe/Oslo,2024-12-23 11:15,Safe
Oman,Muscat,Asia/Muscat,2024-12-23 14:45,Unsafe
Pakistan,Islamabad,Asia/Karachi,2024-12-23 15:45,Unsafe
Palau,Airai,Pacific/Palau,2024-12-23 19:45,Unsafe
Bolivia,National,America/La_Paz,2024-12-23 06:15,Unsafe
Panama,Panama City,America/Panama,2024-12-23 05:15,Unsafe
Papua New Guinea,Port Moresby,Pacific/Port_Moresby,2024-12-23 20:15,Caution
Paraguay,Aurora,America/Argentina/Cordoba,2024-12-23 07:45,Safe
Peru,Lima,America/Lima,2024-12-23 05:15,Caution
Philippines,Manila,Asia/Manila,2024-12-23 18:45,Caution
Poland,Warsaw,Europe/Warsaw,2024-12-23 11:45,Caution
Portugal,Lisbon,Europe/Lisbon,2024-12-23 10:45,Caution
Qatar,Doha,Asia/Qatar,2024-12-23 13:45,Unsafe
Romania,Bucharest,Europe/Bucharest,2024-12-23 12:45,Caution
Russia,Moscow,Europe/Moscow,2024-12-23 13:45,Unsafe
Rwanda,Kigali,Africa/Kigali,2024-12-23 12:15,Safe
Saint Kitts and Nevis,Basseterre,America/St_Kitts,2024-12-23 06:45,Caution
Saint Lucia,Castries,America/St_Lucia,2024-12-23 06:15,Caution
Saint Vincent and the Grenadines,Kingstown,America/St_Vincent,2024-12-23 06:15,Caution
Samoa,Apia,Pacific/Apia,2024-12-24 00:15,Caution
San Marino,San Marino,Europe/Rome,2024-12-23 11:15,Caution
Belgium,'S Gravenjansdijk,Europe/Brussels,2024-12-23 11:45,Caution
Saudi Arabia,Riyadh,Asia/Riyadh,2024-12-23 13:30,Unsafe
Senegal,Dakar,Africa/Dakar,2024-12-23 10:45,Unsafe
Serbia,Belgrade,Europe/Belgrade,2024-12-23 11:15,Caution
Seychelles Islands,Victoria,Indian/Mahe,2024-12-23 14:45,Caution
Sierra Leone,Freetown,Africa/Freetown,2024-12-23 10:45,Unsafe
Singapore,Singapore,Asia/Singapore,2024-12-23 18:45,Caution
Slovakia,Bratislava,Europe/Bratislava,2024-12-23 11:45,Caution
Slovenia,Ljubljana,Europe/Ljubljana,2024-12-23 11:45,Caution
Solomon Islands,Honiara,Pacific/Guadalcanal,2024-12-23 21:45,Caution
Somalia,Mogadishu,Africa/Mogadishu,2024-12-23 13:45,Caution
South Africa,Pretoria,Africa/Johannesburg,2024-12-23 12:45,Caution
South Korea,Seoul,Asia/Seoul,2024-12-23 19:45,Unsafe
Sudan,Juba,Africa/Khartoum,2024-12-23 12:15,Unsafe
Spain,Madrid,Europe/Madrid,2024-12-23 11:30,Caution
Sri Lanka,Colombo,Asia/Colombo,2024-12-23 15:45,Caution
Sudan,Khartoum,Africa/Khartoum,2024-12-23 12:45,Caution
Suriname,Paramaribo,America/Paramaribo,2024-12-23 07:45,Unsafe
Sweden,Stockholm,Europe/Stockholm,2024-12-23 11:30,Caution
Switzerland,Bern,Europe/Zurich,2024-12-23 11:45,Unsafe
Syria,Damascus,Asia/Damascus,2024-12-23 13:15,Caution
Tajikistan,Dushanbe,Asia/Dushanbe,2024-12-23 15:45,Caution
Tanzania,Dodoma,Africa/Dar_es_Salaam,2024-12-23 13:30,Safe
Thailand,Bangkok,Asia/Bangkok,2024-12-23 17:45,Caution
Timor-Leste,Dili,Asia/Dili,2024-12-23 19:45,Caution
Vietnam,Ban Lom,Asia/Bangkok,2024-12-23 17:45,Unsafe
Tonga,Nuku`Aloia,Pacific/Tongatapu,2024-12-23 23:15,Unsafe
Trinidad and Tobago,Port Of Spain,America/Port_of_Spain,2024-12-23 06:45,Caution
Tunisia,Tunis,Africa/Tunis,2024-12-23 11:15,Caution
Turkey,Ankara,Europe/Istanbul,2024-12-23 13:15,Caution
Turkmenistan,Ashgabat,Asia/Ashgabat,2024-12-23 15:45,Caution
Tuvalu,Funafuti,Pacific/Funafuti,2024-12-23 22:15,Caution
Uganda,Kampala,Africa/Kampala,2024-12-23 13:45,Caution
Ukraine,Kyiv,Europe/Kiev,2024-12-23 12:45,Caution
United Arab Emirates,Abu Dhabi,Asia/Dubai,2024-12-23 14:45,Caution
United Kingdom,London,Europe/London,2024-12-23 10:30,Safe
United States of America,Washington Harbor,America/Los_Angeles,2024-12-23 02:15,Caution
Uruguay,Montevideo,America/Montevideo,2024-12-23 07:45,Safe
Uzbekistan,Tashkent,Asia/Tashkent,2024-12-23 15:30,Unsafe
Vanuatu,Port Vila,Pacific/Efate,2024-12-23 21:15,Caution
Venezuela,Caracas,America/Caracas,2024-12-23 06:45,Unsafe
Vietnam,Hanoi,Asia/Bangkok,2024-12-23 17:45,Unsafe
Yemen,Sanaa,Asia/Aden,2024-12-23 13:15,Caution
Zambia,Lusaka,Africa/Lusaka,2024-12-23 12:15,Safe
Zimbabwe,Harare,Africa/Harare,2024-12-23 12:45,Safe
Afghanistan,Kabul,Asia/Kabul,2024-12-24 15:15,Caution
Albania,Tirana,Europe/Tirane,2024-12-24 11:45,Safe
Algeria,Algiers,Africa/Algiers,2024-12-24 11:45,Safe
Andorra,Andorra La Vella,Europe/Andorra,2024-12-24 11:45,Caution
Angola,Luanda,Africa/Luanda,2024-12-24 11:45,Caution
Antigua and Barbuda,Saint John's,America/Antigua,2024-12-24 06:45,Unsafe
Argentina,Buenos Aires,America/Argentina/Buenos_Aires,2024-12-24 07:45,Safe
Armenia,Yerevan,Asia/Yerevan,2024-12-24 14:45,Caution
Australia,Canberra,Australia/Sydney,2024-12-24 21:45,Safe
Austria,Vienna,Europe/Vienna,2024-12-24 11:45,Caution
Azerbaijan,Baku,Asia/Baku,2024-12-24 14:45,Caution
Bahamas,Nassau,America/Nassau,2024-12-24 05:45,Caution
Bahrain,Manama,Asia/Bahrain,2024-12-24 13:15,Unsafe
Bangladesh,Dhaka,Asia/Dhaka,2024-12-24 16:30,Unsafe
Barbados,Bridgetown,America/Barbados,2024-12-24 06:45,Caution
Belarus,Minsk,Europe/Minsk,2024-12-24 13:45,Caution
Belgium,Brussels,Europe/Brussels,2024-12-24 11:45,Unsafe
Belize,Belmopan,America/Belize,2024-12-24 04:45,Unsafe
Benin,Porto-Novo,Africa/Porto-Novo,2024-12-24 11:45,Unsafe
Bhutan,Thimphu,Asia/Thimphu,2024-12-24 16:45,Caution
Bolivia,Sucre,America/La_Paz,2024-12-24 06:45,Caution
Bosnia and Herzegovina,Sarajevo,Europe/Sarajevo,2024-12-24 11:15,Unsafe
Botswana,Gaborone,Africa/Gaborone,2024-12-24 12:45,Caution
Brazil,Bras,America/Manaus,2024-12-24 06:45,Caution
Brunei Darussalam,Bandar Seri Begawan,Asia/Brunei,2024-12-24 18:45,Caution
Bulgaria,Sofia,Europe/Sofia,2024-12-24 12:15,Unsafe
Burkina Faso,Ouagadougou,Africa/Ouagadougou,2024-12-24 11:15,Unsafe
Burundi,Bujumbura,Africa/Bujumbura,2024-12-24 12:45,Caution
Madagascar,Ivory,Indian/Antananarivo,2024-12-24 13:45,Caution
Cape Verde,Praia,Atlantic/Cape_Verde,2024-12-24 09:45,Caution
Cambodia,Phnom Penh,Asia/Phnom_Penh,2024-12-24 17:45,Caution
Cameroon,Ngaoundere,Africa/Douala,2024-12-24 11:45,Unsafe
Canada,Ottawa,America/Toronto,2024-12-24 05:45,Unsafe
Central African Republic,Bangui,Africa/Bangui,2024-12-24 11:45,Unsafe
Chad,N'djamena,Africa/Douala,2024-12-24 11:45,Unsafe
Chile,Santiago,America/Santiago,2024-12-24 07:45,Caution
China,Beijing,Asia/Shanghai,2024-12-24 18:15,Unsafe
Bulgaria,Bogot,Europe/Sofia,2024-12-24 12:45,Unsafe
Comoros,Moroni,Indian/Comoro,2024-12-24 13:15,Safe
Congo,Brazzaville,Africa/Brazzaville,2024-12-24 11:45,Caution
Costa Rica,San Ignacio,America/Costa_Rica,2024-12-24 04:45,Unsafe
Croatia,Zagreb,Europe/Zagreb,2024-12-24 11:45,Safe
Cuba,Havana,America/Havana,2024-12-24 05:45,Caution
Cyprus,Nicosia,Asia/Famagusta,2024-12-24 13:15,Safe
Czech Republic,Prague,Europe/Prague,2024-12-24 11:45,Caution
Democratic Republic of Congo,Kinshasa,Africa/Brazzaville,2024-12-24 11:45,Caution
Denmark,Copenhagen,Europe/Copenhagen,2024-12-24 11:15,Caution
Djibouti,Djibouti,Africa/Djibouti,2024-12-24 13:45,Caution
Dominica,Roseau,America/Dominica,2024-12-24 06:45,Unsafe
Dominican Republic,Santo Domingo,America/Santo_Domingo,2024-12-24 06:30,Unsafe
Ecuador,Quito,America/Guayaquil,2024-12-24 05:15,Unsafe
Egypt,Cairo,Africa/Cairo,2024-12-24 12:15,Caution
El Salvador,San Salvador,America/El_Salvador,2024-12-24 04:30,Caution
Equatorial Guinea,Malabo,Africa/Malabo,2024-12-24 11:45,Caution
Eritrea,Asmara,Africa/Asmara,2024-12-24 13:45,Safe
Estonia,Tallinn,Europe/Tallinn,2024-12-24 12:45,Caution
Swaziland,Mbabane,Africa/Mbabane,2024-12-24 12:45,Caution
Ethiopia,Addis Ababa,Africa/Addis_Ababa,2024-12-24 13:45,Caution
Fiji Islands,Suva,Pacific/Fiji,2024-12-24 22:45,Caution
Finland,Helsinki,Europe/Helsinki,2024-12-24 12:45,Unsafe
France,Paris,Europe/Paris,2024-12-24 11:15,Caution
Gabon,Libreville,Africa/Libreville,2024-12-24 11:45,Safe
Gambia,Banjul,Africa/Banjul,2024-12-24 10:45,Caution
Georgia,Tbilisi,Asia/Tbilisi,2024-12-24 14:45,Caution
Germany,Berlin,Europe/Berlin,2024-12-24 11:45,Caution
Ghana,Accra,Africa/Accra,2024-12-24 10:45,Unsafe
Greece,Athens,Europe/Athens,2024-12-24 12:45,Safe
Grenada,Saint George's,America/Grenada,2024-12-24 06:45,Unsafe
Guatemala,Guatemala City,America/Guatemala,2024-12-24 04:45,Unsafe
Guinea,Conakry,Africa/Conakry,2024-12-24 10:45,Unsafe
Guinea-Bissau,Bissau,Africa/Bissau,2024-12-24 10:45,Unsafe
Guyana,Georgetown,America/Guyana,2024-12-24 06:45,Unsafe
Haiti,Port-Au-Prince,America/Port-au-Prince,2024-12-24 05:45,Unsafe
Vatican City,Vatican City,Europe/Rome,2024-12-24 11:45,Caution
Honduras,Tegucigalpa,America/Tegucigalpa,2024-12-24 04:45,Unsafe
Hungary,Budapest,Europe/Budapest,2024-12-24 11:45,Safe
Iceland,Vestmannaeyjar,Atlantic/Reykjavik,2024-12-24 10:45,Caution
India,New Delhi,Asia/Kolkata,2024-12-24 16:15,Unsafe
Indonesia,Jakarta,Asia/Jakarta,2024-12-24 17:45,Caution
Iran,Tehran,Asia/Tehran,2024-12-24 14:15,Unsafe
Iraq,Baghdad,Asia/Baghdad,2024-12-24 13:15,Unsafe
Ireland,Dublin,Europe/Dublin,2024-12-24 10:45,Caution
Israel,Jerusalem,Asia/Jerusalem,2024-12-24 12:15,Caution
Italy,Rome,Europe/Rome,2024-12-24 11:45,Caution
Jamaica,Port Royal,America/Jamaica,2024-12-24 05:45,Caution
Japan,Tokyo,Asia/Tokyo,2024-12-24 19:15,Caution
Jordan,Amman,Asia/Amman,2024-12-24 13:15,Caution
Kazakhstan,Astana,Asia/Almaty,2024-12-24 15:45,Caution
Kenya,Nairobi,Africa/Nairobi,2024-12-24 13:45,Caution
Kiribati,Tarawa,Pacific/Tarawa,2024-12-24 22:45,Caution
Kuwait,Kuwait City,Asia/Kuwait,2024-12-24 13:45,Unsafe
Kyrghyzstan,Bishkek,Asia/Bishkek,2024-12-24 16:15,Caution
Indonesia,Laos,Asia/Jakarta,2024-12-24 17:15,Caution
Latvia,Riga,Europe/Riga,2024-12-24 12:15,Caution
Lebanon,Beirut,Asia/Beirut,2024-12-24 12:15,Caution
Lesotho,Maseru,Africa/Johannesburg,2024-12-24 12:45,Safe
Liberia,Monrovia,Africa/Monrovia,2024-12-24 10:45,Unsafe
Thailand,Nan,Asia/Bangkok,2024-12-24 17:45,Caution
Liechtenstein,Vaduz,Europe/Vaduz,2024-12-24 11:45,Unsafe
Lithuania,Vilnius,Europe/Vilnius,2024-12-24 12:45,Unsafe
Luxembourg,Luxembourg,Europe/Luxembourg,2024-12-24 11:45,Caution
Madagascar,Antananarivo,Indian/Antananarivo,2024-12-24 13:45,Safe
Malawi,Lilongwe,Africa/Blantyre,2024-12-24 12:45,Safe
Malaysia,Kuala Lumpur,Asia/Kuala_Lumpur,2024-12-24 18:15,Caution
Maldives,Dhidhdhoo,Indian/Maldives,2024-12-24 15:45,Safe
Mali,Bamako,Africa/Bamako,2024-12-24 10:45,Caution
Malta,Valletta,Europe/Malta,2024-12-24 11:15,Unsafe
Marshall Islands,Majuro,Pacific/Majuro,2024-12-24 22:45,Caution
Mauritania,Nouakchott,Africa/Nouakchott,2024-12-24 10:45,Caution
Mauritius,Port Louis,Indian/Mauritius,2024-12-24 14:45,Safe
Mexico,Mexico City,America/Mexico_City,2024-12-24 04:45,Unsafe
Micronesia,Palikir,Pacific/Pohnpei,2024-12-24 21:45,Caution
Iran,Chi Chi Khvar,Asia/Tehran,2024-12-24 13:45,Safe
Monaco,Monaco,Europe/Monaco,2024-12-24 12:15,Safe
Mongolia,Ulaanbaatar,Asia/Ulaanbaatar,2024-12-24 18:45,Caution
Montenegro,Podgorica,Europe/Podgorica,2024-12-24 11:45,Safe
Morocco,Rabat,Africa/Casablanca,2024-12-24 11:45,Caution
Mozambique,Maputo,Africa/Maputo,2024-12-24 12:15,Safe
Myanmar,Yangon,Asia/Yangon,2024-12-24 17:45,Caution
Namibia,Windhoek,Africa/Windhoek,2024-12-24 12:15,Safe
Turkey,Yaren,Europe/Istanbul,2024-12-24 13:45,Caution
Nepal,Kathmandu,Asia/Kathmandu,2024-12-24 16:30,Caution
Netherlands,Amsterdam,Europe/Amsterdam,2024-12-24 11:45,Unsafe
New Zealand,Wellington,Pacific/Auckland,2024-12-24 23:45,Caution
Nicaragua,Managua,America/Managua,2024-12-24 04:45,Safe
Niger,Niamey,Africa/Niamey,2024-12-24 11:45,Caution
Nigeria,Abuja,Africa/Lagos,2024-12-24 11:15,Unsafe
North Korea,Pyongyang,Asia/Pyongyang,2024-12-24 19:45,Caution
Macedonia,Skopje,Europe/Skopje,2024-12-24 11:45,Caution
Norway,Oslo,Europe/Oslo,2024-12-24 11:45,Caution
Oman,Muscat,Asia/Muscat,2024-12-24 14:15,Caution
Pakistan,Islamabad,Asia/Karachi,2024-12-24 15:45,Unsafe
Palau,Airai,Pacific/Palau,2024-12-24 19:15,Caution
Bolivia,National,America/La_Paz,2024-12-24 06:45,Unsafe
Panama,Panama City,America/Panama,2024-12-24 05:45,Unsafe
Papua New Guinea,Port Moresby,Pacific/Port_Moresby,2024-12-24 20:45,Caution
Paraguay,Aurora,America/Argentina/Cordoba,2024-12-24 07:15,Safe
Peru,Lima,America/Lima,2024-12-24 05:45,Caution
Philippines,Manila,Asia/Manila,2024-12-24 18:45,Caution
Poland,Warsaw,Europe/Warsaw,2024-12-24 11:15,Caution
Portugal,Lisbon,Europe/Lisbon,2024-12-24 10:15,Caution
Qatar,Doha,Asia/Qatar,2024-12-24 13:45,Caution
Romania,Bucharest,Europe/Bucharest,2024-12-24 12:45,Unsafe
Russia,Moscow,Europe/Moscow,2024-12-24 13:45,Unsafe
Rwanda,Kigali,Africa/Kigali,2024-12-24 12:45,Caution
Saint Kitts and Nevis,Basseterre,America/St_Kitts,2024-12-24 06:45,Caution
Saint Lucia,Castries,America/St_Lucia,2024-12-24 06:45,Unsafe
Saint Vincent and the Grenadines,Kingstown,America/St_Vincent,2024-12-24 06:45,Caution
Samoa,Apia,Pacific/Apia,2024-12-24 23:45,Caution
San Marino,San Marino,Europe/Rome,2024-12-24 11:45,Caution
Belgium,'S Gravenjansdijk,Europe/Brussels,2024-12-24 11:45,Unsafe
Saudi Arabia,Riyadh,Asia/Riyadh,2024-12-24 13:15,Unsafe
Senegal,Dakar,Africa/Dakar,2024-12-24 10:45,Unsafe
Serbia,Belgrade,Europe/Belgrade,2024-12-24 11:45,Unsafe
Seychelles Islands,Victoria,Indian/Mahe,2024-12-24 14:45,Caution
Sierra Leone,Freetown,Africa/Freetown,2024-12-24 10:15,Caution
Singapore,Singapore,Asia/Singapore,2024-12-24 18:45,Caution
Slovakia,Bratislava,Europe/Bratislava,2024-12-24 12:15,Caution
Slovenia,Ljubljana,Europe/Ljubljana,2024-12-24 12:15,Caution
Solomon Islands,Honiara,Pacific/Guadalcanal,2024-12-24 21:45,Caution
Somalia,Mogadishu,Africa/Mogadishu,2024-12-24 14:15,Caution
South Africa,Pretoria,Africa/Johannesburg,2024-12-24 12:45,Caution
South Korea,Seoul,Asia/Seoul,2024-12-24 19:45,Caution
Sudan,Juba,Africa/Khartoum,2024-12-24 12:45,Unsafe
Spain,Madrid,Europe/Madrid,2024-12-24 11:45,Caution
Sri Lanka,Colombo,Asia/Colombo,2024-12-24 16:15,Caution
Sudan,Khartoum,Africa/Khartoum,2024-12-24 13:15,Caution
Suriname,Paramaribo,America/Paramaribo,2024-12-24 07:45,Unsafe
Sweden,Stockholm,Europe/Stockholm,2024-12-24 11:45,Caution
Switzerland,Bern,Europe/Zurich,2024-12-24 11:45,Unsafe
Syria,Damascus,Asia/Damascus,2024-12-24 13:15,Caution
Tajikistan,Dushanbe,Asia/Dushanbe,2024-12-24 15:45,Caution
Tanzania,Dodoma,Africa/Dar_es_Salaam,2024-12-24 13:15,Safe
Thailand,Bangkok,Asia/Bangkok,2024-12-24 17:45,Caution
Timor-Leste,Dili,Asia/Dili,2024-12-24 19:15,Caution
Vietnam,Ban Lom,Asia/Bangkok,2024-12-24 17:45,Unsafe
Tonga,Nuku`Aloia,Pacific/Tongatapu,2024-12-24 23:45,Caution
Trinidad and Tobago,Port Of Spain,America/Port_of_Spain,2024-12-24 06:45,Unsafe
Tunisia,Tunis,Africa/Tunis,2024-12-24 11:15,Caution
Turkey,Ankara,Europe/Istanbul,2024-12-24 14:15,Caution
Turkmenistan,Ashgabat,Asia/Ashgabat,2024-12-24 15:15,Caution
Tuvalu,Funafuti,Pacific/Funafuti,2024-12-24 22:45,Safe
Uganda,Kampala,Africa/Kampala,2024-12-24 13:45,Caution
Ukraine,Kyiv,Europe/Kiev,2024-12-24 12:45,Unsafe
United Arab Emirates,Abu Dhabi,Asia/Dubai,2024-12-24 14:45,Unsafe
United Kingdom,London,Europe/London,2024-12-24 10:45,Unsafe
United States of America,Washington Harbor,America/Los_Angeles,2024-12-24 02:45,Caution
Uruguay,Montevideo,America/Montevideo,2024-12-24 07:45,Safe
Uzbekistan,Tashkent,Asia/Tashkent,2024-12-24 15:45,Unsafe
Vanuatu,Port Vila,Pacific/Efate,2024-12-24 21:45,Caution
Venezuela,Caracas,America/Caracas,2024-12-24 06:45,Unsafe
Vietnam,Hanoi,Asia/Bangkok,2024-12-24 17:45,Unsafe
Yemen,Sanaa,Asia/Aden,2024-12-24 13:15,Caution
Zambia,Lusaka,Africa/Lusaka,2024-12-24 12:45,Safe
Zimbabwe,Harare,Africa/Harare,2024-12-24 12:15,Safe
Afghanistan,Kabul,Asia/Kabul,2024-12-25 14:30,Caution
Albania,Tirana,Europe/Tirane,2024-12-25 11:15,Caution
Algeria,Algiers,Africa/Algiers,2024-12-25 11:15,Safe
Andorra,Andorra La Vella,Europe/Andorra,2024-12-25 10:45,Unsafe
Angola,Luanda,Africa/Luanda,2024-12-25 11:15,Caution
Antigua and Barbuda,Saint John's,America/Antigua,2024-12-25 06:15,Caution
Argentina,Buenos Aires,America/Argentina/Buenos_Aires,2024-12-25 07:15,Safe
Armenia,Yerevan,Asia/Yerevan,2024-12-25 14:45,Caution
Australia,Canberra,Australia/Sydney,2024-12-25 21:15,Caution
Austria,Vienna,Europe/Vienna,2024-12-25 11:15,Caution
Azerbaijan,Baku,Asia/Baku,2024-12-25 14:15,Safe
Bahamas,Nassau,America/Nassau,2024-12-25 05:15,Caution
Bahrain,Manama,Asia/Bahrain,2024-12-25 13:15,Unsafe
Bangladesh,Dhaka,Asia/Dhaka,2024-12-25 16:15,Unsafe
Barbados,Bridgetown,America/Barbados,2024-12-25 06:00,Unsafe
Belarus,Minsk,Europe/Minsk,2024-12-25 13:45,Caution
Belgium,Brussels,Europe/Brussels,2024-12-25 11:15,Unsafe
Belize,Belmopan,America/Belize,2024-12-25 04:15,Unsafe
Benin,Porto-Novo,Africa/Porto-Novo,2024-12-25 10:45,Unsafe
Bhutan,Thimphu,Asia/Thimphu,2024-12-25 15:45,Caution
Bolivia,Sucre,America/La_Paz,2024-12-25 06:00,Caution
Bosnia and Herzegovina,Sarajevo,Europe/Sarajevo,2024-12-25 11:15,Unsafe
Botswana,Gaborone,Africa/Gaborone,2024-12-25 12:15,Safe
Brazil,Bras,America/Manaus,2024-12-25 06:45,Caution
Brunei Darussalam,Bandar Seri Begawan,Asia/Brunei,2024-12-25 18:15,Caution
Bulgaria,Sofia,Europe/Sofia,2024-12-25 11:45,Unsafe
Burkina Faso,Ouagadougou,Africa/Ouagadougou,2024-12-25 10:15,Unsafe
Burundi,Bujumbura,Africa/Bujumbura,2024-12-25 12:15,Caution
Madagascar,Ivory,Indian/Antananarivo,2024-12-25 13:00,Caution
Cape Verde,Praia,Atlantic/Cape_Verde,2024-12-25 09:15,Safe
Cambodia,Phnom Penh,Asia/Phnom_Penh,2024-12-25 17:45,Caution
Cameroon,Ngaoundere,Africa/Douala,2024-12-25 11:15,Caution
Canada,Ottawa,America/Toronto,2024-12-25 05:15,Unsafe
Central African Republic,Bangui,Africa/Bangui,2024-12-25 11:15,Unsafe
Chad,N'djamena,Africa/Douala,2024-12-25 11:15,Unsafe
Chile,Santiago,America/Santiago,2024-12-25 07:45,Caution
China,Beijing,Asia/Shanghai,2024-12-25 18:15,Unsafe
Bulgaria,Bogot,Europe/Sofia,2024-12-25 12:15,Unsafe
Comoros,Moroni,Indian/Comoro,2024-12-25 13:15,Safe
Congo,Brazzaville,Africa/Brazzaville,2024-12-25 11:15,Unsafe
Costa Rica,San Ignacio,America/Costa_Rica,2024-12-25 03:45,Unsafe
Croatia,Zagreb,Europe/Zagreb,2024-12-25 11:15,Safe
Cuba,Havana,America/Havana,2024-12-25 05:15,Caution
Cyprus,Nicosia,Asia/Famagusta,2024-12-25 11:45,Caution
Czech Republic,Prague,Europe/Prague,2024-12-25 11:15,Caution
Democratic Republic of Congo,Kinshasa,Africa/Brazzaville,2024-12-25 10:45,Unsafe
Denmark,Copenhagen,Europe/Copenhagen,2024-12-25 11:45,Unsafe
Djibouti,Djibouti,Africa/Djibouti,2024-12-25 13:15,Caution
Dominica,Roseau,America/Dominica,2024-12-25 05:45,Unsafe
Dominican Republic,Santo Domingo,America/Santo_Domingo,2024-12-25 06:15,Unsafe
Ecuador,Quito,America/Guayaquil,2024-12-25 04:45,Unsafe
Egypt,Cairo,Africa/Cairo,2024-12-25 11:45,Caution
El Salvador,San Salvador,America/El_Salvador,2024-12-25 04:15,Unsafe
Equatorial Guinea,Malabo,Africa/Malabo,2024-12-25 11:15,Caution
Eritrea,Asmara,Africa/Asmara,2024-12-25 13:15,Caution
Estonia,Tallinn,Europe/Tallinn,2024-12-25 12:15,Caution
Swaziland,Mbabane,Africa/Mbabane,2024-12-25 12:15,Safe
Ethiopia,Addis Ababa,Africa/Addis_Ababa,2024-12-25 13:15,Caution
Fiji Islands,Suva,Pacific/Fiji,2024-12-25 22:15,Caution
Finland,Helsinki,Europe/Helsinki,2024-12-25 11:45,Unsafe
France,Paris,Europe/Paris,2024-12-25 11:15,Unsafe
Gabon,Libreville,Africa/Libreville,2024-12-25 11:15,Caution
Gambia,Banjul,Africa/Banjul,2024-12-25 10:15,Caution
Georgia,Tbilisi,Asia/Tbilisi,2024-12-25 14:15,Caution
Germany,Berlin,Europe/Berlin,2024-12-25 11:15,Caution
Ghana,Accra,Africa/Accra,2024-12-25 10:15,Unsafe
Greece,Athens,Europe/Athens,2024-12-25 12:45,Safe
Grenada,Saint George's,America/Grenada,2024-12-25 06:15,Unsafe
Guatemala,Guatemala City,America/Guatemala,2024-12-25 03:45,Unsafe
Guinea,Conakry,Africa/Conakry,2024-12-25 10:15,Unsafe
Guinea-Bissau,Bissau,Africa/Bissau,2024-12-25 09:45,Caution
Guyana,Georgetown,America/Guyana,2024-12-25 06:45,Caution
Haiti,Port-Au-Prince,America/Port-au-Prince,2024-12-25 05:15,Caution
Vatican City,Vatican City,Europe/Rome,2024-12-25 10:45,Safe
Honduras,Tegucigalpa,America/Tegucigalpa,2024-12-25 03:45,Unsafe
Hungary,Budapest,Europe/Budapest,2024-12-25 11:15,Caution
Iceland,Vestmannaeyjar,Atlantic/Reykjavik,2024-12-25 10:15,Unsafe
India,New Delhi,Asia/Kolkata,2024-12-25 15:45,Unsafe
Indonesia,Jakarta,Asia/Jakarta,2024-12-25 17:15,Caution
Iran,Tehran,Asia/Tehran,2024-12-25 13:45,Unsafe
Iraq,Baghdad,Asia/Baghdad,2024-12-25 13:15,Caution
Ireland,Dublin,Europe/Dublin,2024-12-25 10:15,Caution
Israel,Jerusalem,Asia/Jerusalem,2024-12-25 12:15,Caution
Italy,Rome,Europe/Rome,2024-12-25 11:15,Safe
Jamaica,Port Royal,America/Jamaica,2024-12-25 05:15,Unsafe
Japan,Tokyo,Asia/Tokyo,2024-12-25 19:15,Caution
Jordan,Amman,Asia/Amman,2024-12-25 12:45,Caution
Kazakhstan,Astana,Asia/Almaty,2024-12-25 15:15,Caution
